,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
8483,youth,heavy,blame,ca,bong,judgement,manners,dis,today,the,under,don,buy,town,price,went,re,slang,of,yeah,bike,we,time,fools,lots,our,say,biddley,slong,future,to,lord,mother,keyboard,it,dennis,living,tumble,because,ai,true,has,drums,apple,board,did,pie,down,nearly,little
8484,entertain,come,let,you,me,on,your,he,be,mon,so,the,here,cherso,youlife,dearso,fads,dearyour,sightbut,cher,effigy,youlook,arse,rock,heaven,may,kettle,phrases,youlet,dew,habits,lows,alibi,ages,bo,re,empathy,mum,peep,teachers,and,sheep,wrongs,separate,is,pages,generation,popped,grows,lied
8485,heartbreak,warfare,airbombs,beginno,sulfur,you,it,want,if,say,more,clouds,everywhere,don,warfareif,winsin,ambien,lovewhy,waysto,namepush,faceas,how,to,why,falling,so,once,disappointment,love,pain,wins,god,strikes,st,at,weapon,really,twist,again,lightning,ever,knife,wine,only,chest,fix,in,pretend,all,drop
8486,calling,heard,you,yes,hear,danger,can,me,feelings,from,deep,silence,inside,these,hide,call,decide,happens,the,sent,distance,when,heart,shadows,in,ran,corner,longer,future,ways,oh,straight,chance,friend,dark,free,first,mine,no,run,turn,be,am,your,won,by,away,will,back,want
8489,you,thought,were,who,knew,boring,when,be,cannot,are,owe,wereyou,tooyour,boringyou,breathi,your,ever,like,beforeyou,lineyou,gonna,more,as,far,big,ladder,re,no,ya,come,back,with,thirsty,just,clue,rude,attitude,can,enemies,better,get,all,spin,got,minutes,suit,to,fault,look,the
8490,mixed,too,colors,many,wanna,up,be,we,graceful,maxed,gorgeous,obsessed,mess,tasteful,death,half,loved,this,alright,or,faceless,song,careless,didn,jaded,play,stop,hated,messed,am,everything,relax,out,either,famous,pressure,fair,re,soft,quiet,lean,answer,fake,it,don,giving,pass,cool,under,love
8491,la,laura,you,the,to,lah,statueshow,occasionally,singingla,envisionlaura,sorest,commuter,surrenderwell,absolutes,apartmentoh,greenery,your,were,herbut,throats,we,movements,arguing,she,wept,but,living,supper,saddest,skipping,demand,addiction,stroll,their,carved,estate,embarrassed,betrayed,carpet,chicago,hated,shared,suffer,bother,shape,even,claim,seemed,laughing,sorrow
8493,ll,always,ever,quilts,cadiallic,mongrel,distancing,cleans,ambivalence,undoing,tasty,unto,owner,chapel,love,treats,incomplete,want,freeway,you,never,wedding,spark,go,wont,sees,out,hill,keys,died,ocean,will,be,lover,clothes,to,your,mother,breathe,wasn,set,bed,feet,wake,my,wanted,me,sure,cry,true
8495,won,bow,resign,this,decline,masquerade,baby,vow,and,play,out,staying,game,around,stage,change,hanging,minute,you,act,make,gonna,more,be,pull,through,guess,pain,maybe,exit,take,curtain,the,should,made,time,ll,final,now,fading,of,to,re,no,view,realize,scene,learned,it,treat
8496,after,life,laughter,there,laughin,you,thinkin,no,know,matters,full,as,that,youall,ve,been,ever,is,runnin,knowbelieve,long,the,youlast,of,yeahall,timeoh,to,still,must,through,wastin,spittin,bout,without,with,wrong,iron,we,alone,talked,burns,all,mind,weren,love,youyou,outta,sight,just,doubt
8497,brrrrr,up,baby,four,phone,pick,zone,the,poured,bleedin,treason,freezin,murk,thugger,lit,commit,pour,yeah,like,hittin,you,cheat,yaaah,blowin,on,rollie,straight,in,ma,and,home,just,it,will,wan,bag,block,her,throwin,reason,never,drinkin,with,pull,hoe,that,too,then,be,cash
8500,devise,demise,life,losing,own,today,here,goodbye,to,am,than,hello,away,place,memories,fade,my,known,better,take,control,ve,forget,seen,the,x3,can,home,everything,these,me,just,and,back,mother,never,living,this,what,fuck,alone,that,it,want,say,time,you,playerplaya,playing,pleasehelp
8501,wasting,way,or,you,understand,days,re,trying,wayyour,feeling,approve,mineyou,your,these,him,to,puts,if,my,it,need,open,shouldn,time,wide,space,giving,second,thousand,voice,says,mother,ityour,eyesyour,itmy,taking,there,listen,know,living,times,don,is,left,head,slept,mind,of,he,wishing
8502,huh,uh,emotions,kill,going,it,in,for,the,know,killgoin,likeuh,my,but,killit,youuh,wanting,slow,movin,think,we,most,electric,should,body,close,re,too,like,phonetic,symmetric,killuh,shake,feel,how,goin,down,kind,both,now,pathetic,getting,mouths,without,lipstick,rare,panic,grip,some,what
8503,mercy,have,please,oh,alright,re,heart,you,on,breaking,drawing,apart,falling,trigger,my,long,so,wasting,it,ve,me,hurts,ghost,somehow,got,been,calling,holding,felt,know,line,the,up,wrong,just,going,made,time,before,ill,again,grip,touched,mind,if,to,give,slip,night,pulled
8505,long,keep,how,waiting,on,dawn,strength,can,which,breath,love,holding,madness,goes,edge,your,life,hold,the,give,me,tenderness,posed,applause,guarantee,leg,crossing,to,penny,sang,joke,frozen,diamond,my,taken,too,with,hanging,answer,funny,thoughts,ring,have,standing,rest,from,save,of,falling,let
8506,might,baby,this,you,be,who,great,step,are,being,feels,pain,like,real,just,looks,pick,things,there,ve,about,move,words,it,close,been,up,how,come,not,all,these,to,honest,seeing,through,ahead,is,closer,giving,scared,at,taking,see,got,if,in,though,and,don
8508,didn,wiser,finding,was,older,lostso,know,losti,wake,when,myself,all,over,up,and,lost,planswish,prizeso,startthey,this,time,guided,by,me,the,young,carrying,meso,journey,travel,well,eyes,world,beating,weight,where,life,darkness,tell,it,will,but,pass,to,afraid,have,everyone,caught,chance,fine
8509,say,me,lead,they,life,saved,signsthey,sidewalks,nigga,bae,wanna,head,my,with,nobody,ever,don,showed,up,women,one,and,on,the,fromsidewalks,melee,tallied,lifethey,costner,astronomer,sidewalkssidewalks,segue,onsay,mollied,made,tightening,aventadors,chokes,starboy,brung,rock,fantasized,kenny,off,let,downbut,awe,dyke,anonymous,limo
8510,the,like,at,course,shit,careers,to,me,outta,my,niggas,of,that,all,gettin,and,is,rings,closed,em,mirror,dirty,forecastin,caterin,wylie,sureã,contribute,rotterdam,buddin,journalistic,baldi,preggo,factual,stakin,violatin,madeo,fewest,regulations,jazeera,brainstormin,giorgio,solana,osirus,judgin,yeah,talkin,sanders,stencil,versailles,robyn
8512,tac,tic,buncha,zeroes,toe,blind,playing,knows,people,the,who,where,stares,go,and,like,below,uncleleopusha,better,obligations,previously,simpler,womanly,ballerina,catastrophic,layers,borderline,pretender,streak,untold,terms,november,rely,ancient,castle,strip,travel,than,romance,you,closed,which,wide,tell,woman,half,swear,hair,happy,down
8513,shadows,everywhere,reminding,how,memories,tryin,of,mistakesbut,loved,enough,see,had,follow,you,it,gonna,ve,go,we,shadowsfour,shadowsyou,that,okay,our,not,get,your,far,lingers,ya,bei,to,place,perfume,breakfast,was,me,they,knowi,months,were,waking,over,shadow,smell,away,driving,tell,youi,and
8514,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff,playboywhoa,playboy,plata,plate,plateadas,plateau,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted,platter,plause
8515,the,ma,my,nigga,hold,allah,gon,off,on,got,help,baddies,dozin,that,thug,superfly,niggas,get,snapped,can,chiraq,outta,in,thank,cough,afterlife,you,draco,least,safe,wait,done,fuckin,who,love,atlanta,shit,grade,syrup,don,popping,to,clip,couch,paradise,quarter,drove,me,he,slide
8516,we,time,skyline,reminds,got,answers,mind,mountainside,world,had,the,our,stuck,but,chasin,castle,different,not,been,demons,back,though,this,tonight,might,lost,is,escapin,to,even,longin,find,us,both,howlin,broken,untold,once,in,buildin,afloat,beaten,northern,afar,fightin,end,are,just,have,turnin
8517,you,easy,couple,too,wanna,with,be,easysplurging,the,he,ain,vroom,big,on,buying,chick,it,bitch,harderbitch,cookiesdick,babyballing,hustles,madisonat,anistonyou,mixand,prioritizehittin,arthursuffering,that,my,shoot,bought,and,radisson,hooky,newmake,meant,this,rookies,pivotal,catalyst,veteran,assists,witnessing,stew,like,jennifer,alright,phone,cobain,gemini
8520,as,mine,good,gave,work,grace,yeahnahh,upon,draw,god,smile,you,style,where,it,knows,your,put,line,nobody,out,worse,when,go,do,honey,face,facewhere,say,wanted,guess,way,to,we,down,gotta,well,than,ever,and,wasted,ho,yeah,on,ve,now,re,fall,the,don
8521,demos,yeah,poppin,the,since,dually,bitch,ship,arrogant,bales,yeahwe,chuck,galaxy,up,had,pounds,cookin,chickens,we,puttin,throw,soon,rocket,call,louis,been,bricks,coke,pills,tellin,kitchen,bust,boat,filled,whip,ve,ho,got,dog,4k,dick,ice,four,whatever,you,lil,extendos,on,them,cut
8522,heartbreak,hotel,you,me,do,to,what,someone,this,played,instead,did,emotions,is,was,cry,take,goin,lies,wanted,made,else,until,were,told,your,thought,face,really,that,writing,mind,letter,would,look,the,who,more,some,ain,time,right,baby,all,and,since,lie,it,on,no
8523,someone,you,always,unravel,remind,blue,like,pulling,watch,become,the,out,legrand,yousomeday,undersome,apartsome,apartin,youcompositor,hardwhen,face,everything,scally,victoria,find,does,troublemaker,taking,alex,edges,it,will,reached,me,tiny,racing,shape,rolls,thunder,shaking,youyou,day,within,fingers,walls,to,are,of,under,pull,dark
8524,devil,lie,bitch,the,nigga,is,double,black,alive,big,tithes,opposition,95,truth,shit,motherfucker,gold,cup,cuz,whips,masterminds,that,mil,proof,talkin,bordeaux,rich,barney,on,bow,hova,money,car,benzo,guns,or,wrist,fiction,for,16,like,two,it,blow,pay,to,dead,sippin,lane,switch
8525,heat,body,need,burning,up,all,next,burn,your,is,right,it,me,goi,got,amazing,baby,babyall,give,kerosene,feels,summer,close,flame,god,you,heatall,cameall,heati,hold,to,re,let,obsession,the,craving,connected,like,want,my,so,don,oh,restless,melt,press,burns,surrender,if,pressure
8526,lord,blinds,baby,mistreat,ragged,ease,hungry,shouldn,and,here,dirty,if,wild,window,leaving,babe,mistreated,sit,broke,my,ride,couldn,morning,can,went,heard,in,because,door,young,live,dyin,well,man,she,then,too,through,me,clean,just,blind,feel,how,come,child,woman,to,you,your
8527,she,anytime,know,sunshine,gone,goes,ain,no,when,awaywonder,alonebut,house,away,awayand,home,this,warm,darkness,everyday,wonder,and,just,stay,thing,leave,long,always,her,only,too,where,time,not,ll,if,it,to,playhonest,playingthere,playingrococo,playful,playingpush,playing,playfulness,playin,playif,playground,playgrounds,playhell,00
8528,cara,sua,bem,não,vou,eu,na,você,mas,jogar,tô,encara,solta,prepara,leve,se,livre,de,linda,pra,tá,rebolar,doida,beijar,acha,boca,aturar,cheio,sermão,cheia,repara,opção,pressão,botar,hoje,mulher,para,dispara,sou,vem,esperar,que,me,te,eternidade,porém,demorando,história,covarde,cheguei
8529,gonna,you,than,more,over,are,memoryare,apology,me,memory,almost,be,memoryi,backare,lame,destiny,we,pretending,not,front,of,let,matter,go,stand,to,said,muchif,memorystay,memorysay,muchdo,no,speak,loved,breathe,it,meare,muchyou,and,too,else,your,reminding,naive,september,how,way,my,scar,just
8530,away,take,place,me,hiding,escape,secret,sweet,oh,days,pocketful,better,ooh,got,sunshine,pocket,gonna,sticks,to,stones,and,mine,butterfliestake,shake,takes,ohtake,never,that,know,smile,ride,you,nobody,all,sky,side,sun,break,my,rivers,the,cries,there,it,do,ohi,love,flow,darkness,right
8531,joke,wants,swoll,things,weights,traits,tickle,contemplate,unsaid,local,spoke,bother,drip,common,excuse,and,to,calls,path,fate,she,me,needs,cross,become,faith,come,summer,empty,lips,smoke,the,part,straight,never,broken,late,hate,high,end,fuck,leave,everything,something,all,these,of,my,as,life
8534,ah,future,sick,gossips,transit,suture,condescending,its,unfamiliar,peculiar,bled,sleep,strung,suits,passes,disappear,staring,when,ends,places,memory,longer,ten,follow,from,wake,blue,years,smile,saw,ll,deep,now,me,because,it,dream,start,people,the,know,new,well,into,things,all,little,world,about,some
8536,kind,we,are,here,dresseswell,re,words,it,mess,and,beautiful,is,of,themselves,picking,trash,you,but,your,dear,hurts,turn,stagingand,courteous,disfigure,paraphrasing,arealthough,nice,comebacks,suggests,cursive,ishey,submerged,selective,this,biased,contradictions,like,ve,being,hereand,shouted,yes,depending,needy,the,concern,guess,insecurities,priceless
8538,rock,revolution,music,mash,pa,sensation,here,brand,mobsters,this,gonna,ignore,beat,your,grater,seats,the,nation,smash,tell,ma,alright,new,coolest,everything,everybody,mamma,be,up,bad,you,it,cheese,careful,right,kingstown,inquiries,requests,bitany,speciality,bandstand,feel,pilled,carnal,weddings,all,bongo,sharpest,fixation,cause
8540,aaaai,ai,fala,besteiras,aaai,ouvido,já,só,meu,se,pra,amor,de,onde,ligando,tão,aceleração,étanto,comum,sentiu,pele,viu,divertir,sutil,agradar,mil,suor,ouvir,deus,olhar,cor,bom,calor,quem,vem,da,lugar,mar,dentro,eu,nas,sabe,tanto,motor,um,me,na,que,dispenso,brincar
8542,benetton,ralphing,nautica,calvin,access,lapras,surf,address,ain,or,shore,the,yet,found,had,kids,still,shit,off,world,around,like,got,cause,been,whether,that,to,edition,special,and,be,leather,with,weather,not,outta,warm,laprasya,bennetton,yetwhether,tepid,millon,iceberged,mirrorwhether,lukewarm,obssession,laprasthe,autographed,ice
8543,miss,independent,no,defensive,true,she,happened,longer,love,her,what,to,goodbye,is,taking,thinking,surprise,open,when,old,time,feeling,real,could,miscalculated,doorsurprise,smartmiss,sufficient,feel,apprehensive,misconception,lovewhat,fell,over,misguided,interfere,be,rejected,unafraid,protected,door,need,mmmm,jaded,this,connection,decided,throne,one,it
8545,dee,minute,easter,cups,pimp,og,louis,double,peace,filled,pink,rest,take,two,over,me,up,all,in,with,to,niggas,they,dirty,four,gotta,disciples,shackle,wiping,damn,supper,gon,canada,pint,luxury,currency,rifle,bout,nigga,committed,capture,hottest,told,industry,last,actavis,bible,so,know,reading
8546,gave,christmas,year,very,save,tears,someone,you,next,it,speciallast,againlast,heart,me,give,day,to,ll,away,from,fool,but,my,this,special,specialonce,speciala,bitten,recognise,rely,undercover,last,crowded,the,tore,merry,note,now,shy,wrapped,surprise,kissed,shoulder,hiding,sent,distance,twice,with,been,lover
8549,gasoline,lips,fire,like,blood,ignite,striking,re,rising,my,burning,smoke,breathe,everything,baby,you,getting,hard,sparked,the,bluest,cause,we,and,thorns,follows,stab,when,echo,is,left,ashes,crawling,it,burns,drowning,burned,weather,calm,skies,won,rose,up,storm,secret,me,scream,clouds,telling,but
8550,you,act,before,keeping,warm,here,just,go,tomorrow,lay,arms,moment,gone,and,leave,so,right,like,love,can,am,me,only,forgetstay,sence,dreamjust,leavestay,onstay,re,promise,onjust,onwhen,ll,night,in,it,make,breakfast,sneak,whether,cant,on,wishing,my,more,asleep,lying,miles,goodbye,the
8552,overwhelming,love,you,yes,hate,work,because,stay,gotta,everything,much,wanna,but,how,yeah,go,with,can,it,to,true,do,playgrounds,platinumi,playhell,platinum,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,platforms,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,playoff,platform,playground,playfulness,play1,playful,plaxico,playa
8553,anointed,resurrection,make,proud,been,god,like,me,feel,ve,endureyou,appointed,baptize,yeah,body,blessing,allowed,then,your,ride,truth,built,wantonly,you,yeahevery,lay,confessing,my,praises,as,worship,kneel,weigh,tongues,come,to,that,we,covers,yeahyou,pillow,love,our,off,begging,the,fate,only,problem,doubt
8556,drag,called,the,down,em,it,floor,sore,take,partner,new,groove,yeah,you,time,listen,yourself,do,now,move,till,wait,hand,hit,people,thing,find,that,more,by,and,to,make,go,got,ll,re,no,like,so,don,all,playhell,playing,pleaseit,players,playersee,pleaseinspector,pleasei,playin
8557,pantie,showstopper,dropper,everybodys,favorite,shopper,shocker,partner,clap,packed,grab,get,ingage,comamnd,club,nevermind,hands,ooh,hit,whore,people,modern,panties,turn,let,breakin,cage,holy,them,age,sweat,around,that,stage,harder,feel,yet,back,your,war,met,rock,floor,ready,go,me,help,body,everybody,ya
8560,you,old,new,but,like,answers,the,not,friends,me,snubs,says,re,that,phone,talk,friendly,asks,to,going,say,call,love,would,every,shouldn,away,and,haven,treat,soundsthings,homewhatever,should,homewell,act,goo,time,baseball,threat,dug,other,bat,with,phase,brains,home,patient,ve,smash,dig
8561,la,hurt,really,upon,oh,once,you,princess,castle,me,worn,on,stole,time,ran,go,same,could,starla,ringbut,king,gohave,halves,cause,cani,and,somebody,heartoh,side,ooh,no,have,burned,to,had,my,flame,we,been,bright,ring,star,fell,seem,the,holding,apart,saying,throw,let
8563,pienso,en,ti,cada,mã,poco,dã,un,pensando,sigo,de,algo,asã,te,el,retumba,ticada,amanece,despedazo,rezo,tictac,relojes,destruye,continuar,tiy,valor,busco,toque,razã³n,oã,veo,sol,sale,dos,vez,mis,noche,para,los,por,se,mi,que,no,pleadin,playbook,pleased,playboy,pleasecould,pleasecome
8565,feat,rick,ross,dawgz,minaj,maine,boyz,birdman,lamar,nicki,kendrick,meek,chris,mack,ace,kanye,wayne,montana,french,mill,bottles,brown,outro,west,shout,hood,war,lil,started,bitches,wish,it,real,did,head,would,want,to,take,the,let,they,get,out,don,for,my,you,playero,playif
